DATA_CREDITO;ANO_MES_REPASSE;DATA_REPASSE;NOME_MUNICIPIO;DEDUCAO_FUNDEB_ICMS;VALOR_BRUTO_ICMS;VALOR_CREDITADO_ICMS;DEDUCAO_FUNDEB_IPI;VALOR_BRUTO_IPI;VALOR_CREDITADO_IPI;DEDUCAO_FUNDEB_IPVA;VALOR_BRUTO_IPVA;VALOR_CREDITADO_IPVA
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;"ABADIA DE GOIAS";28550.64;142753.22;114202.58;0.0;0.0;0.0;1456.38;6271.84;4815.46
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;ABADIANIA;50003.68;250018.44;200014.76;0.0;0.0;0.0;2433.79;4767.97;2334.18
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;ACREUNA;8733.44;43667.21;34933.770000000004;0.0;0.0;0.0;5862.87;14351.19;8488.32
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;ADELANDIA;29352.48;146762.42;117409.94;0.0;0.0;0.0;828.2;1867.15;1038.95
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;"AGUA FRIA DE GOIAS";16087.880000000001;80439.61;64351.73;0.0;0.0;0.0;279.40000000000003;831.07;551.67
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;"AGUA LIMPA";59214.71;296073.49;236858.78;0.0;0.0;0.0;332.06;893.76;561.7
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;"AGUAS LINDAS DE GOIAS";75257.92;376289.54;301031.62;0.0;0.0;0.0;10261.01;16384.14;6123.13
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;ALEXANIA;9238.54;46192.83;36954.29;0.0;0.0;0.0;5277.1900000000005;10019.85;4742.66
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;ALOANDIA;127403.43000000001;637017.13;509613.7;0.0;0.0;0.0;885.84;1308.82;422.98
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;"ALTO HORIZONTE";19311.02;96555.17;77244.15000000001;0.0;0.0;0.0;1417.27;3184.62;1767.3500000000001
2019-07-02T00:00:00.000-03:00;201907;2019-07-02T00:00:00.000-03:00;"ALTO PARAISO DE GOIAS";17199.88;85999.33;68799.45;0.0;0.0;0.0;858.63;3446.4500000000003;2587.82
