DATA_CREDITO;ANO_MES_REPASSE;DATA_REPASSE;NOME_MUNICIPIO;DEDUCAO_FUNDEB_ICMS;VALOR_BRUTO_ICMS;VALOR_CREDITADO_ICMS;DEDUCAO_FUNDEB_IPI;VALOR_BRUTO_IPI;VALOR_CREDITADO_IPI;DEDUCAO_FUNDEB_IPVA;VALOR_BRUTO_IPVA;VALOR_CREDITADO_IPVA
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;"ABADIA DE GOIAS";28968.64;144842.99;115874.35;0.0;0.0;0.0;3009.11;4297.6900000000005;1288.58
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;ABADIANIA;25242.22;126211.2;100968.98;0.0;0.0;0.0;4798.91;8881.800000000001;4082.89
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;ACREUNA;42505.56;212527.72;170022.16;0.0;0.0;0.0;8749.69;16142.67;7392.9800000000005
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;ADELANDIA;7423.84;37119.24;29695.4;0.0;0.0;0.0;699.83;1883.81;1183.98
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;"AGUA FRIA DE GOIAS";24951.03;124755.17;99804.14;0.0;0.0;0.0;490.24;1815.1100000000001;1324.8700000000001
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;"AGUA LIMPA";14648.34;73241.59;58593.25;0.0;0.0;0.0;218.32;1125.77;907.45
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;"AGUAS LINDAS DE GOIAS";51308.18;256540.85;205232.67;0.0;0.0;0.0;7108.150000000001;16494.78;9386.630000000001
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;ALEXANIA;64945.67;324728.29;259782.62;0.0;0.0;0.0;8197.85;17441.15;9243.300000000001
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;ALOANDIA;7853.21;39266.1;31412.89;0.0;0.0;0.0;1971.48;2785.19;813.71
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;"ALTO HORIZONTE";108401.81;542009.0;433607.19;0.0;0.0;0.0;2009.81;6165.59;4155.78
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;"ALTO PARAISO DE GOIAS";17388.12;86940.56;69552.44;0.0;0.0;0.0;1338.94;2876.71;1537.77
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;"ALVORADA DO NORTE";15593.53;77967.65000000001;62374.12;0.0;0.0;0.0;2495.4700000000003;3572.9500000000003;1077.48
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;AMARALINA;10414.97;52074.82;41659.85;0.0;0.0;0.0;734.46;958.29;223.83
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;"AMERICANO DO BRASIL";8029.360000000001;40146.81;32117.45;0.0;0.0;0.0;2136.29;3956.84;1820.55
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;AMORINOPOLIS;9939.23;49696.36;39757.13;0.0;0.0;0.0;1255.79;2819.4700000000003;1563.68
2019-04-02T00:00:00.000-03:00;201904;2019-04-02T00:00:00.000-03:00;ANAPOLIS;1009606.4;5048032.04;4038425.64;0.0;0.0;0.0;283987.93;606507.48;322519.55
