DATA_CREDITO;ANO_MES_REPASSE;DATA_REPASSE;NOME_MUNICIPIO;DEDUCAO_FUNDEB_ICMS;VALOR_BRUTO_ICMS;VALOR_CREDITADO_ICMS;DEDUCAO_FUNDEB_IPI;VALOR_BRUTO_IPI;VALOR_CREDITADO_IPI;DEDUCAO_FUNDEB_IPVA;VALOR_BRUTO_IPVA;VALOR_CREDITADO_IPVA
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"ABADIA DE GOIAS";26512.48;132562.3;106049.82;0.0;0.0;0.0;1641.5;3473.57;1832.07
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ABADIANIA;23101.77;115508.8;92407.03;0.0;0.0;0.0;2836.2400000000002;4676.11;1839.8700000000001
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ACREUNA;38730.270000000004;193651.37;154921.1;0.0;0.0;0.0;5445.36;8722.19;3276.83
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ADELANDIA;6745.14;33725.9;26980.760000000002;0.0;0.0;0.0;420.28000000000003;468.74;48.46
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"AGUA FRIA DE GOIAS";22715.13;113575.72;90860.59;0.0;0.0;0.0;1065.58;1668.97;603.39
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"AGUA LIMPA";13446.34;67231.81;53785.47;0.0;0.0;0.0;283.41;317.11;33.7
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"AGUAS LINDAS DE GOIAS";46870.88;234354.62;187483.74;0.0;0.0;0.0;7032.88;13202.87;6169.99
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ALEXANIA;59307.01;296535.21;237228.2;0.0;0.0;0.0;4108.95;9924.050000000001;5815.1
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ALOANDIA;7135.45;35677.23;28541.78;0.0;0.0;0.0;593.64;1162.94;569.3000000000001
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"ALTO HORIZONTE";98825.05;494125.21;395300.16000000003;0.0;0.0;0.0;2989.69;3768.14;778.45
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"ALTO PARAISO DE GOIAS";15945.11;79725.53;63780.42;0.0;0.0;0.0;1275.56;4707.22;3431.66
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"ALVORADA DO NORTE";14309.44;71547.25;57237.81;0.0;0.0;0.0;1072.8700000000001;2202.53;1129.66
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;AMARALINA;9473.74;47368.64;37894.9;0.0;0.0;0.0;200.35;250.55;50.2
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"AMERICANO DO BRASIL";7297.5;36487.56;29190.06;0.0;0.0;0.0;520.0600000000001;1393.64;873.58
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;AMORINOPOLIS;9037.31;45186.53;36149.22;0.0;0.0;0.0;827.04;2133.7;1306.66
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ANAPOLIS;920208.4500000001;4601042.5;3680834.05;0.0;0.0;0.0;148742.30000000002;278990.45;130248.15000000001
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ANHANGUERA;5693.71;28468.61;22774.9;0.0;0.0;0.0;58.77;403.99;345.22
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ANICUNS;29910.8;149554.09;119643.29000000001;0.0;0.0;0.0;3957.4300000000003;9392.81;5435.38
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"APARECIDA DE GOIANIA";636105.67;3180528.39;2544422.7199999997;0.0;0.0;0.0;143665.52;283671.18;140005.66
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;"APARECIDA DO RIO DOCE";14528.050000000001;72640.27;58112.22;0.0;0.0;0.0;693.4;870.9300000000001;177.53
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;APORE;35750.64;178753.19;143002.55000000002;0.0;0.0;0.0;731.28;1671.2;939.9200000000001
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ARACU;7092.93;35464.69;28371.760000000002;0.0;0.0;0.0;871.33;1847.79;976.46
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ARAGARCAS;14377.37;71886.86;57509.49;0.0;0.0;0.0;5576.85;9747.39;4170.54
2019-03-06T00:00:00.000-03:00;201903;2019-03-06T00:00:00.000-03:00;ARAGOIANIA;11140.72;55703.6;44562.88;0.0;0.0;0.0;897.1800000000001;1977.68;1080.5
